state_or_ut,state_page_url,listed_center_count,state_page_declared_count,serial_no,kvk_address,host_organization,year_of_sanction_raw,sanction_value,host_category
Telangana,https://icar.org.in/en/node/15048,16,16,11,"Krishi Vigyan Kendra, Hayathnagar Research Farm, Hayathnagar - 501 505","Director | Central Research Institute for Dry land Agriculture, Santoshnagar, | Hyderabad - 500 059.",1976 | ICAR,1976,ICAR
Telangana,https://icar.org.in/en/node/15048,16,16,12,"Krishi Vigyan Kendra, | Malyal, Mahabubabad, | Warangal district","Vice Chancellor, | Professor Jayashankar Telangana State Agricultural University (PJTSAU), Rajendranagar, Hyderabad - 500 030.",1989 | SAU,1989,SAU
Telangana,https://icar.org.in/en/node/15048,16,16,13,"Krishi Vigyan Kendra | LRS, Mamnoor | Warangal -506166","Vice Chancellor, | Sri P.V. Narsimha Rao Telangana State University for Veterinary, Animal and Fishery Sciences, | Administrative Office, Rajendranagar, | Hyderabad - 500 030",2010-11 | SAU,2010-11,SAU
Telangana,https://icar.org.in/en/node/15048,16,16,14,"Village Garimellapadu, | Kothagudem Mandal, Khammam Distt. Telangana | Warangal -506166","Vice Chancellor, | Professor Jayashankar Telangana State Agricultural University, | Rajendranagar, Hyderabad-500 030 (Tegangana)",18-11-2016 | SAU,18-11-2016,SAU
Telangana,https://icar.org.in/en/node/15048,16,16,15,"Village Garimellapadu, | Vill. Budakalan, Bellampally Mandal, | Distt. Mancherial, Telangana.","Vice Chancellor, | Professor Jayashankar Telangana State Agricultural University, | Rajendranagar, Hyderabad-500 030 (Tegangana)",SAU,,SAU
Telangana,https://icar.org.in/en/node/15048,16,16,16,"Krishi Vigyan Kendra, | Village Tuniki, Kowdipally Mandal,, | Distt. Medak, Telangana","The chairman, | Ekalavya Foundation (NGO), | #1-8-522/7, Chikkadapally, | Hyderabad-500 020 (Telangana)",NGO,,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,1,"Krishi Vigyan Kendra, | Chandurayanghalli, | Distt. Ramanagram-560065","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",2010 | SAU | $,2010,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,2,"Krishi Vigyan Kendra, | Distt. Tumkur","The Director, | IIHR | Hessarghatta, Bangalore.",2009 | ICAR | @,2009,ICAR
Karnataka,https://icar.org.in/en/node/15049,33,33,3,"Krishi Vigyan Kendra, | Hadonahalli Village, Doddaballapur Taluk, | Distt. Bangalore Rural-561 205","Vice-Chancellor, | University of Agricultural Sciences, Bangalore, Karnataka.",2006 | SAU,2006,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,4,"Krishi Vigyan Kendra, | Agricultural Research Station, | Distt. Bagalkot-587101","Vice-Chancellor, | University of Agril. Sciences, | Dharwad-580 005",2005 | SAU,2005,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,5,"Krishi Vigyan Kendra, | Saidapur Farm, | Distt. Dharwad580 005","Vice-Chancellor, | University of Agril. Sciences, | Dharwad-580 005",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,6,"Krishi Vigyan Kendra, | ARS Campus, Kanakagiri Raod | Gangavati, | Distt. Koppal-583 227","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,7,"Krishi Vigyan Kendra, | Agricultural Research Station, | Aland Road, | Distt. Gulbarga-585101","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,8,"Krishi Vigyan Kendra, | Regional Agricultural Research Station, | P.Box No.18, | PO. & Distt. Bijapur-586101","Vice-Chancellor, | University of Agril. Sciences, | Dharwad-580 005",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,9,"Krishi Vigyan Kendra, | Banvasi Road, Sirsi, | Distt. Uttara Kannada-581401","Vice-Chancellor, | University of Agril. Sciences, | Dharwad-580 005",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,10,"Krishi Krishi Vigyan Kendra | VC Farm, | Distt. Mandya-571 405","Vice-Chancellor, | University of Agril. Sciences, GKVK, | Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,11,"Krishi Krishi Vigyan Kendra, | Zonal Agricultural Research Station, | P.B.No. 126, Navile, | Dist-Shimoga-577204","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,12,"Krishi Vigyan Kendra, | Zonal Agricultural Research Station, Konehally, | Tiptur-572202, Distt. Tumkur","Vice-Chancellor, | University of Agril. Sciences, GKVK, | Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,13,"Krishi Vigyan Kendra, | Zonal Agricultural Reseach Station, | Brahmavar, | Distt. Udupi-576213","Vice-Chancellor, | University of Agril. Sciences, GKVK, | Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,14,"Krishi Vigyan Kendra, | Babbur Farm, Hiriyur, | Distt. Chitradurga-572143","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,15,"Krishi Vigyan Kendra, | Agricultural Research Station, Kankanady | Mangalore, | Distt. Dakshina Kannada-575 002","Vice-Chancellor, | Karnataka Veterinary, Animal and Fisheries Sciences University, | Bidar-585 401",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,16,"Krishi Vigyan Kendra, | Seed Farm, Hardanahally, | Distt. Chamrajanagar-571313","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",2004 | SAU,2004,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,17,"Krishi Vigyan Kendra, | Anubhava Mantap, | P.B.No.303 | Distt. Davanagere-577 004","Chairman, | Taralabalu Rural Development Foundation (TRDF), Anubhava Mantapa | Davanagere-577004 , Karnataka",2004 | NGO,2004,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,18,"Krishi Vigyan Kendra, | P.B.No. 24, | Distt. Raichur-584 101","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",1994 | SAU,1994,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,19,"Krishi Vigyan Kendra, | Hagari, | Distt. Bellary-583 138","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",1994 | SAU,1994,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,20,"KrishiVigyan Kendra, | P.B.No-29, Chintamani, | Distt. Chikkaballpur-563 125","Vice-Chancellor, | University of Agril. Sciences, GKVK, | Bangalore-560 065",1994 | SAU,1994,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,21,"Krishi Vigyan Kendra, | Suttur, Nanjangud Taluk, | Distt. Mysore-571 129","President, | JSS, Mahavidyapeeth, Ramanuj Rd, Mysore-570 004",1994 | NGO,1994,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,22,"KrishiVigyan Kendra | Tukkanatti, Tal. Gokak, | Distt. Belgaum-591 224","Chairman, | Belgaum Integreted Rural Development Society, Naganur Belgaum-591319",1994 | NGO,1994,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,23,"Krishi Vigyan Kendra, | Kandail, | Distt. Hassan-573 217","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",1992 | SAU,1992,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,24,"Krishi Vigyan Kendra, | Post Box No.58, | Distt. Bidar-585 401","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",1985 | SAU,1985,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,25,"Krishi Vigyan Kendra, | Agricultural Research Station, Mudigere, | Distt. Chikkamagalur-577132","Vice-Chancellor, | University of Agril. Sciences, GKVK,Bangalore-560 065",1985 | SAU,1985,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,26,"Krishi Vigyan Kendra, | Hulkoti, | Distt. Gadag-582 205","Chairman, | K.H.Patil Agril. Sciences | Foundation, Distt. Gadag-582205",1985 | NGO,1985,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,27,"Krishi Vigyan Kendra, | Hanumanmatti, Ranebennur, | Distt. Haveri-581 135","Vice-Chancellor, | University of Agril. Sciences, | Dharwad-580 005",1977 | SAU,1977,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,28,"Krishi Vigyan Kendra, | Gonikoppal, | Distt. Kodagu-571213","The Director, | IIHR, 255,Upper Palace, | Orchards, Bangalore-79",1976 | ICAR,1976,ICAR
Karnataka,https://icar.org.in/en/node/15049,33,33,29,"Krishi Vigyan Kendra, | Mattikipp Village, Baihongal Taluk, Belgaum Distt","President, | Karnataka Lingayat Education Society,College road, Belgaum (Karnataka)",2011 | NGO,2011,NGO
Karnataka,https://icar.org.in/en/node/15049,33,33,30,"Krishi Vigyan Kendra, | Village- Raddewadgi, Taluk-Jewargi, | Distt.- Gulbarga","Vice-Chancellor, | University of Agril. Sciences, | Raichur-584 102",13/12/2011 | SAU | @,13-12-2011,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,31,"Krishi Vigyan Kendra, | At -Tamka Farm, | Distt. Kolar","The Vice Chancellor, | University of Horticultural Sciences, | Sector No - 60, Navanagar, Bangalkot - 587 102",06/12/2012 | SAU,06-12-2012,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,32,"Krishi Vigyan Kendra, | Bijapur (Karnataka)","The Vice Chancellor, | UAS, Dharwad",28/09/2016 | SAU,28-09-2016,SAU
Karnataka,https://icar.org.in/en/node/15049,33,33,33,"Krishi Vigyan Kendra, | Dist.Yadgir (Karnataka)","The Vice Chancellor, | UAS, Raichur",2017 | SAU,2017,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,1,"Krishi Vigyan Kendra, | Regional Agricultural Research Station, | Kumarakom, | Distt.-Kottayam-686566","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",2004 | SAU,2004,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,2,"Krishi Vigyan Kendra, | Panniyur, | PO. Kanhirangad, Taliparamba | Distt. Kannur-670142","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",2004 | SAU,2004,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,3,"Krishi Vigyan Kendra, | Kellappaji College of Agriculture | Engineering & Technology, | Tavanur, | Distt. Malappuram-679 573","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",2004 | SAU,2004,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,4,"Krishi Vigyan Kendra, | Vellanikara | Distt. Thrissur-680 656","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",2004 | SAU,2004,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,5,"Krishi Krishi Vigyan Kendra, | CPCRI Regional Station, | PO. Krishnapuram, Kayamkulam, | Distt. Alleppey-690 533","Direcor, | Central Plantation Crops Research Instiute, Kasargod-671124",2004 | ICAR,2004,ICAR
Kerala,https://icar.org.in/en/node/15050,14,14,6,"Krishi Vigyan Kendra, | Sadanandapuram, | Distt. Kollam-691550","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",1994 | SAU,1994,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,7,"Krishi Vigyan Kendra, | Santhanpara, | Distt. Idukki-685 619","President, | Bapooji Sewak Samaj, Chakkopallam, | PO-Kumily-685 509",1994 | NGO,1994,NGO
Kerala,https://icar.org.in/en/node/15050,14,14,8,"Krishi Vigyan Kendra, | Kolabhagon, Thadiyoor, | Distt. Pathanamthitta-689 545","Chairman, | Christian Agency for Rural | Development, Tiruvalla-689 101 | Pethennamthitta",1994 | NGO,1994,NGO
Kerala,https://icar.org.in/en/node/15050,14,14,9,"Krishi Vigyan Kendra, | PO. Kudlu, | Distt. Kasaragode-671124","Direcor, | Central Plantation Crops Research Instiute, Kasargod-671124",1991 | ICAR,1991,ICAR
Kerala,https://icar.org.in/en/node/15050,14,14,10,"Krishi Vigyan Kendra, | Peruvannamuzhi, | Distt. Kozhikode (Calicut)-673 528","Director, | Indian Institute of Spices Research | (Regional enter), Calicut-673 528",1991 | ICAR,1991,ICAR
Kerala,https://icar.org.in/en/node/15050,14,14,11,"Krishi Vigyan Kendra, | Ambalavayal, | Distt. Wynad-673593","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",1984 | SAU,1984,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,12,"Krishi Vigyan Kendra, | Pattambi, | Distt. PalghAt.679 306","Vice-Chancellor, | Kerala Agril. University, | Mannuithy, Thrichur-680651",1979 | SAU,1979,SAU
Kerala,https://icar.org.in/en/node/15050,14,14,13,"Krishi Vigyan Kendra, | Mitraniketan, Velland, | Distt. Thiruvananthapuram-695 543","Director, | Mitraniketan, | Vellanad-695543, Tiruvananthapuram",1979 | NGO,1979,NGO
Kerala,https://icar.org.in/en/node/15050,14,14,14,"Krishi Vigyan Kendra, | Narakkal, | Distt. Ernakulam-682505","Director, CMFRI, | P.Box No.1603, Tatapuram | PO. Kochi-682 014 Kerala",1976 | ICAR,1976,ICAR
Lakshadweep,https://icar.org.in/en/node/15051,1,1,1,"Krishi Vigyan Kendra, | PO. Kiltan Island | Lakshadweep-682 558","Directorate of Agriculture, | Union Territory of Lakhsadweep & Monicoy Islands, Karavatti, Lakhsadweep-682 555",1996 | State Govt.,1996,State Govt.
